link,video,utterance,transcript,start,end,arousal,valence,EmotionMaxVote,duration,encode
https://www.youtube.com/watch?v=Y50P3WlXVDk,76eecf968,utterance_6.mp4,for the Christmas one whenever $50 $25 Friday,26.851123388581954,32.688324125230196,0.266106586413,0.776974133486,3,5.837200736648242,76
https://www.youtube.com/watch?v=Y50P3WlXVDk,76eecf968,utterance_7.mp4,54 the Christmas one,32.688324125230196,35.48184162062615,0.06829668906240001,0.517389320659,4,2.793517495395953,76
https://www.youtube.com/watch?v=Y50P3WlXVDk,76eecf968,utterance_8.mp4,so I for example you can do 6 Rudolph Rudolph.,35.89878453038674,44.98813996316759,0.277739069585,0.492275101254,4,9.089355432780849,76
https://www.youtube.com/watch?v=Y50P3WlXVDk,76eecf968,utterance_9.mp4,round like the moon in your nose is bright as the sun,45.53016574585636,50.40839779005525,0.31172484829,0.576011227945,3,4.878232044198889,76
https://www.youtube.com/watch?v=Y50P3WlXVDk,76eecf968,utterance_10.mp4,really do I also have any screws you can perform that one ,50.49178637200737,62.458047882136285,0.380441644841,0.47687897029299997,3,11.966261510128916,76
https://www.youtube.com/watch?v=Y50P3WlXVDk,76eecf968,utterance_11.mp4,so I just have fun with that,62.74990791896871,64.33429097605894,0.195168493726,0.288281365464,4,1.5843830570902284,76
https://www.youtube.com/watch?v=dqMwSvDD1eo,243cff084,utterance_1.mp4,hey everybody it's Candice and I'm back with my life project and this week we have a duty for you it's from Stephen Adly guirgis is Jesus hopped the a train haven't read this play before I highly recommend going on reading it or you haven't heard of Stephen I've put his Wikipedia link below you can check him out ,0.0,18.298892251815985,0.574491925347,0.740098554447,3,18.298892251815985,90
https://www.youtube.com/watch?v=dqMwSvDD1eo,243cff084,utterance_2.mp4,has a pension for reading is really feisty b***** lawyer characters the ladies have fun with this I'm about 2 minutes this piece that I got it Madame Tussauds great for auditions ,18.66553672316384,31.59808716707022,0.349124234943,0.35991528954199997,3,12.93255044390638,90
https://www.youtube.com/watch?v=dqMwSvDD1eo,243cff084,utterance_3.mp4,look I'm sorry for the mix-up I know you're not active enough you're ok you were angel Cruz you're 30 years old Liberty mother she must play Harlem ,31.731412429378533,47.03048627925747,0.866522789852,-0.37489998968800003,0,15.299073849878933,90
https://www.youtube.com/watch?v=dqMwSvDD1eo,243cff084,utterance_4.mp4,,47.59711864406779,48.463732849071825,0.132900959651,-0.0548417935757,4,0.8666142050040335,90
https://www.youtube.com/watch?v=dqMwSvDD1eo,243cff084,utterance_5.mp4,did you just confess to me,49.463672316384184,52.76347255851493,0.236562604978,-0.385399056828,0,3.2998002421307433,90
https://www.youtube.com/watch?v=dqMwSvDD1eo,243cff084,utterance_6.mp4,you did say something you said you shot him in the ass,53.19677966101695,56.59657384987894,0.553566078173,0.00413237290485,1,3.3997941888619962,90
https://www.youtube.com/watch?v=dqMwSvDD1eo,243cff084,utterance_7.mp4,say something,56.92988700564972,59.463066989507674,0.39015102204999996,0.159099697417,0,2.5331799838579556,90
https://www.youtube.com/watch?v=dqMwSvDD1eo,243cff084,utterance_8.mp4,you get your wish into your new boiler,60.196355932203396,63.59615012106538,0.363563654902,-0.234135167822,0,3.399794188861982,90
https://www.youtube.com/watch?v=dqMwSvDD1eo,243cff084,utterance_9.mp4,the next one is that what you're eating The Witness ,64.39610169491526,75.52876109765941,0.477684304862,0.06864904740899999,4,11.132659402744153,90
https://www.youtube.com/watch?v=dqMwSvDD1eo,243cff084,utterance_10.mp4,,75.82874293785311,78.19526634382565,0.132599790765,-0.0431417685965,4,2.3665234059725435,90
https://www.youtube.com/watch?v=dqMwSvDD1eo,243cff084,utterance_11.mp4,suborning perjury and of course you know what supporting me Nottingham,78.39525423728814,85.92813155770783,0.336951375458,-0.011396228706000001,1,7.532877320419686,90
https://www.youtube.com/watch?v=dqMwSvDD1eo,243cff084,utterance_12.mp4,,86.09478813559322,86.89473970944309,0.16250156185599998,-0.14073103000099998,1,0.7999515738498673,90
https://www.youtube.com/watch?v=dqMwSvDD1eo,243cff084,utterance_13.mp4,cheers apero memorial let me give you everything that you are lying up there,87.26138418079096,92.96103914447134,0.44893291263999996,-0.07313655938680001,0,5.699654963680388,90
https://www.youtube.com/watch?v=dqMwSvDD1eo,243cff084,utterance_14.mp4,and you can already know about it,93.09436440677965,95.89419491525423,0.48102021311399995,0.166785488682,3,2.799830508474585,90
https://www.youtube.com/watch?v=dqMwSvDD1eo,243cff084,utterance_15.mp4,we both,96.36083333333332,99.86062146892657,0.154614530293,0.0116070163262,4,3.499788135593249,90
https://www.youtube.com/watch?v=dqMwSvDD1eo,243cff084,utterance_16.mp4,ok comprende doesn't have a name ,100.0939406779661,112.52652138821631,0.363359737435,-0.023088986877099996,0,12.432580710250207,90
https://www.youtube.com/watch?v=dqMwSvDD1eo,243cff084,utterance_17.mp4,listen the criminal justice system you're in now it's up to happen,112.92649717514124,119.02612792574655,0.348965202774,-0.0654876126528,0,6.099630750605314,90
https://www.youtube.com/watch?v=dqMwSvDD1eo,243cff084,utterance_18.mp4,,119.22611581920904,122.39259079903148,0.155932897485,-0.423530511822,0,3.166474979822439,90
https://www.youtube.com/watch?v=dqMwSvDD1eo,243cff084,utterance_19.mp4,,122.49258474576271,124.05915657788536,0.172269721868,-0.459961646897,0,1.5665718321226478,90
https://www.youtube.com/watch?v=dqMwSvDD1eo,243cff084,utterance_20.mp4,just a little angel,124.59245762711865,127.725601291364,0.250652268647,-0.201881865742,0,3.1331436642453525,90
https://www.youtube.com/watch?v=dqMwSvDD1eo,243cff084,utterance_21.mp4,the trick is not a lawyer who makes no mistakes,128.32556497175142,132.69196731234868,0.220341170912,0.0256956982985,0,4.366402340597261,90
https://www.youtube.com/watch?v=dqMwSvDD1eo,243cff084,utterance_22.mp4,,133.691906779661,134.4918583535109,0.46160191196199996,-0.119687821898,0,0.7999515738499099,90
https://www.youtube.com/watch?v=dqMwSvDD1eo,243cff084,utterance_23.mp4,policeman,134.85850282485876,136.1584241323648,0.478633492771,-0.223312547242,0,1.2999213075060254,90
https://www.youtube.com/watch?v=dqMwSvDD1eo,243cff084,utterance_24.mp4,B is he there green enough for,136.25841807909606,141.05812752219532,0.3747031311370001,-0.151163130008,0,4.79970944309926,90
https://www.youtube.com/watch?v=dqMwSvDD1eo,243cff084,utterance_25.mp4,masochistic in that actually give a s*** about their clients,141.8580790960452,145.45786117836963,0.33840703374200004,-0.120397917521,5,3.599782082324424,90
https://www.youtube.com/watch?v=dqMwSvDD1eo,243cff084,utterance_26.mp4,,145.8245056497175,148.3243543179984,0.13204593437999998,-0.106664478304,5,2.4998486682808903,90
https://www.youtube.com/watch?v=dqMwSvDD1eo,243cff084,utterance_27.mp4,which one am I,149.09097457627118,150.79087167070216,0.205620977505,0.0438936473327,5,1.6998970944309804,90
https://www.youtube.com/watch?v=dqMwSvDD1eo,243cff084,utterance_28.mp4,,150.95752824858758,151.6574858757062,0.14941339998199998,-0.14268759085899999,5,0.6999576271186072,90
https://www.youtube.com/watch?v=dqMwSvDD1eo,243cff084,utterance_29.mp4,,151.89080508474575,153.32405165456012,0.165631129608,-0.0856681333426,0,1.4332465698143722,90
https://www.youtube.com/watch?v=dXLy35Tm9q0,7459327df,utterance_1.mp4,do you ever get rid of putting on your shoes let me add,0.0,3.335249042145594,0.36520960646899997,-0.058731088554499995,4,3.335249042145594,88
https://www.youtube.com/watch?v=dXLy35Tm9q0,7459327df,utterance_2.mp4,,3.968946360153256,4.5359386973180085,0.581527306536,0.15538682125999995,4,0.5669923371647525,88
https://www.youtube.com/watch?v=dXLy35Tm9q0,7459327df,utterance_3.mp4,,4.669348659003831,9.038524904214556,0.6566907830709999,0.264662283605,4,4.369176245210725,88
https://www.youtube.com/watch?v=dXLy35Tm9q0,7459327df,utterance_4.mp4,American consumer consumed by convene,9.338697318007663,11.640019157088124,0.597434104002,-0.24361595568000002,4,2.3013218390804617,88
https://www.youtube.com/watch?v=dXLy35Tm9q0,7459327df,utterance_5.mp4,ratatouille,12.373773946360151,14.875210727969348,0.584743291963,-0.4907647035230001,0,2.501436781609197,88
https://www.youtube.com/watch?v=dXLy35Tm9q0,7459327df,utterance_6.mp4,let me,16.109252873563214,17.376647509578547,0.09429735018410004,-0.10370455248199999,1,1.2673946360153323,88
https://www.youtube.com/watch?v=dXLy35Tm9q0,7459327df,utterance_7.mp4,,17.74352490421456,18.443927203065133,0.252232769103,0.0,4,0.7004022988505731,88
https://www.youtube.com/watch?v=dXLy35Tm9q0,7459327df,utterance_8.mp4,are you finished early evening for tomorrow,18.910862068965518,22.679693486590036,0.37745273141999997,0.0558358040238,3,3.7688314176245186,88
https://www.youtube.com/watch?v=dXLy35Tm9q0,7459327df,utterance_9.mp4,Bremen,23.34674329501916,24.04714559386973,0.228462301989,-0.066377779342,4,0.7004022988505696,88
https://www.youtube.com/watch?v=dXLy35Tm9q0,7459327df,utterance_10.mp4,,24.51408045977012,25.614712643678164,0.34042860772600003,-0.454533346407,1,1.1006321839080435,88
https://www.youtube.com/watch?v=dXLy35Tm9q0,7459327df,utterance_11.mp4,healthy places Montana,26.14835249042145,28.349616858237553,0.418376712397,-0.385959675895,1,2.201264367816105,88
https://www.youtube.com/watch?v=dXLy35Tm9q0,7459327df,utterance_12.mp4,Athena Grill,28.48302681992337,30.68429118773946,0.33929958044200004,-0.430351892914,1,2.2012643678160906,88
https://www.youtube.com/watch?v=dXLy35Tm9q0,7459327df,utterance_13.mp4,le14 4RU,30.817701149425286,34.219655172413795,0.728490294728,-0.5402967747999999,0,3.401954022988509,88
https://www.youtube.com/watch?v=dXLy35Tm9q0,7459327df,utterance_14.mp4,animal super healthy pb&j sandwiches,34.55318007662835,38.889003831417625,0.418309853262,0.0397952806293,0,4.335823754789274,88
https://www.youtube.com/watch?v=dXLy35Tm9q0,7459327df,utterance_16.mp4,Vodafone photos,43.191475095785435,45.02586206896552,0.31531656506,-0.369328434556,0,1.834386973180088,88
https://www.youtube.com/watch?v=dXLy35Tm9q0,7459327df,utterance_17.mp4,dollar menu,45.059214559386966,47.260478927203074,0.417757040641,-0.0331803700718,4,2.2012643678161083,88
https://www.youtube.com/watch?v=dXLy35Tm9q0,7459327df,utterance_18.mp4,,47.86082375478927,48.79469348659004,0.326910681649,-0.201516632693,0,0.9338697318007689,88
https://www.youtube.com/watch?v=dXLy35Tm9q0,7459327df,utterance_19.mp4,Apple Store,49.02816091954024,51.02931034482759,0.313991820292,-0.530004094494,0,2.001149425287352,88
https://www.youtube.com/watch?v=dXLy35Tm9q0,7459327df,utterance_20.mp4,that means you,51.829770114942534,54.23114942528736,0.33294585907900004,0.343402161932,2,2.4013793103448293,88
https://www.youtube.com/watch?v=dXLy35Tm9q0,7459327df,utterance_21.mp4,I want to give you one spot chicken burger but it's still there,57.66645593869732,60.734885057471274,0.301174623701,0.522767028189,3,3.068429118773956,88
https://www.youtube.com/watch?v=epWOjxom-is,a3f32e3a3,utterance_1.mp4,,0.0,1.5675150421179302,0.113025286037,0.449800851563,4,1.5675150421179302,91
https://www.youtube.com/watch?v=epWOjxom-is,a3f32e3a3,utterance_2.mp4,I finally did it,2.801516245487365,3.9354632972322494,0.5337471642180001,0.5827498352430001,3,1.1339470517448844,91
https://www.youtube.com/watch?v=epWOjxom-is,a3f32e3a3,utterance_3.mp4,I've only beat you know I had to do was not reveal my evil plan,4.902653429602887,8.471251504211793,0.501205161591,0.124947729769,1,3.5685980746089054,91
https://www.youtube.com/watch?v=epWOjxom-is,a3f32e3a3,utterance_4.mp4,,9.104927797833934,9.738604091456075,0.335085905255,0.0197670254117,1,0.6336762936221412,91
https://www.youtube.com/watch?v=epWOjxom-is,a3f32e3a3,utterance_5.mp4,villains always do that one of the strange need to tell you all that DVR splat before we do them,11.439524669073407,17.34271961492178,0.37247461682800004,0.040956099934099995,4,5.903194945848373,91
https://www.youtube.com/watch?v=epWOjxom-is,a3f32e3a3,utterance_6.mp4,that was gives you time to the last minute save,17.976395908543925,20.177587244283995,0.31043606315,-0.0101877649813,4,2.20119133574007,91
https://www.youtube.com/watch?v=epWOjxom-is,a3f32e3a3,utterance_7.mp4,the last minute effort that gets you through,20.310992779783394,22.61223826714801,0.339783410996,0.14870410256,4,2.3012454873646178,91
https://www.youtube.com/watch?v=epWOjxom-is,a3f32e3a3,utterance_8.mp4,or perhaps we reveal some flora plena able to exploit this time,23.579428399518648,29.149109506618533,0.33385128528999997,0.12243026224400001,1,5.5696811070998855,91
https://www.youtube.com/watch?v=epWOjxom-is,a3f32e3a3,utterance_9.mp4,who was killed first go out later this is so much better I get to brag now breaking is so much better than reviewing the ,29.882839951865225,40.08836341756919,0.589849683192,0.319562597131,3,10.205523465703966,91
https://www.youtube.com/watch?v=CdNDoxHEkEY,b32a6ac3b,utterance_1.mp4,gw21 you just hang yourself,3.969837463362643,6.772075672795098,0.535749773288,0.25814587339699996,3,2.802238209432455,27
https://www.youtube.com/watch?v=CdNDoxHEkEY,b32a6ac3b,utterance_3.mp4,Daddy mcfatfat yeah go ahead let me supersized that the mickey D's cronut the BKS supreme decibel and all American consumer consumed by convene ,10.041353583799626,30.057340794031443,0.688468984762,0.120797642859,4,20.015987210231817,27
https://www.youtube.com/watch?v=CdNDoxHEkEY,b32a6ac3b,utterance_4.mp4,I want to his death by dolls,30.35758060218492,33.726938449240606,0.710031303537,0.0359714799198,4,3.369357847055685,27
https://www.youtube.com/watch?v=CdNDoxHEkEY,b32a6ac3b,utterance_5.mp4,I wonder if these down menus are killing me,33.860378363975485,37.830215827338144,0.761686583979,0.0174211471392,4,3.9698374633626585,27
https://www.youtube.com/watch?v=CdNDoxHEkEY,b32a6ac3b,utterance_6.mp4,like I can afford it right I was a wonderful tell this possible time in the cheapest thing in there was a grouting for $5,38.29725552891021,45.736530775379705,0.754284040106,0.0478978750662,4,7.439275246469492,27
https://www.youtube.com/watch?v=CdNDoxHEkEY,b32a6ac3b,utterance_7.mp4,Argos,46.00341060484946,47.30444977351452,0.7991242809610001,0.084120891391,1,1.3010391686650564,27
https://www.youtube.com/watch?v=CdNDoxHEkEY,b32a6ac3b,utterance_8.mp4,if you'll be the come at Me Now saying I'm a peanut butter and jelly sandwiches for hours hours get me a dollar menu I'm talking at a spicy chicken burger and fries ice-cold drink don't get me started on iPad I don't get me started ,47.63804956035172,78.29586997069012,0.8035046204520001,0.12944819007000002,3,30.657820410338402,27
https://www.youtube.com/watch?v=CdNDoxHEkEY,b32a6ac3b,utterance_9.mp4,just think about that and I might go out and give more space each other's what a mason,78.46266986410872,85.43490540900613,0.778258149701,0.137017002519,3,6.972235544897416,27
https://www.youtube.com/watch?v=80W6TH6U_XE,c9f0e3623,utterance_2.mp4,,10.507304347826087,11.207791304347825,0.286762763684,-0.673888960019,1,0.700486956521738,15
https://www.youtube.com/watch?v=80W6TH6U_XE,c9f0e3623,utterance_3.mp4,,19.84713043478261,21.715095652173915,0.47458102365099997,-0.6812219154539999,0,1.8679652173913048,15
https://www.youtube.com/watch?v=80W6TH6U_XE,c9f0e3623,utterance_4.mp4,everybody around me,23.58306086956522,25.38431304347826,0.34910367718199997,-0.629839951726,0,1.801252173913042,15
https://www.youtube.com/watch?v=80W6TH6U_XE,c9f0e3623,utterance_5.mp4,salt,25.684521739130435,27.48577391304348,0.461702205362,-0.562134288274,1,1.8012521739130456,15
https://www.youtube.com/watch?v=80W6TH6U_XE,c9f0e3623,utterance_6.mp4,,29.18695652173913,29.88744347826087,0.23032330463300002,-0.6173577194250001,1,0.7004869565217398,15
https://www.youtube.com/watch?v=80W6TH6U_XE,c9f0e3623,utterance_7.mp4,there's nothing left for me,37.35930434782608,38.86034782608696,0.42693609453500003,-0.0250921655378,4,1.5010434782608755,15
https://www.youtube.com/watch?v=80W6TH6U_XE,c9f0e3623,utterance_8.mp4,I'm,46.46563478260869,47.2328347826087,0.618998133183,-0.23184125741300002,4,0.7672000000000097,15
https://www.youtube.com/watch?v=80W6TH6U_XE,c9f0e3623,utterance_9.mp4,leftover whey,47.39961739130434,48.40031304347826,0.428346783087,-0.0311864903214,3,1.000695652173924,15
https://www.youtube.com/watch?v=WkATt_NIW6E,cbb64e001,utterance_1.mp4,rating of sausage is it totally free like totally and as part of a whole shareware open source movement and I insult excess weight about even adding new features that you suggested ,0.0,16.849972199913513,0.34819847261,0.0414509563481,4,16.849972199913513,71
https://www.youtube.com/watch?v=WkATt_NIW6E,cbb64e001,utterance_2.mp4,,17.050169889417436,18.184623463272995,0.24575168722500002,0.0201866592622,4,1.1344535738555592,71
https://www.youtube.com/watch?v=WkATt_NIW6E,cbb64e001,utterance_3.mp4,script writing software,18.685117687032804,20.420164329400137,0.34020221002499995,0.0168355411736,4,1.7350466423673332,71
https://www.youtube.com/watch?v=WkATt_NIW6E,cbb64e001,utterance_4.mp4,hundred $200,20.553629455736086,23.356397108791004,0.20750689055,0.134796535913,4,2.802767653054918,71
https://www.youtube.com/watch?v=WkATt_NIW6E,cbb64e001,utterance_5.mp4,but Celtics is free we want to open up Celtics after you've downloaded it,23.58996107987891,29.66262432816458,0.21259568132399997,0.259584165627,4,6.072663248285668,71
https://www.youtube.com/watch?v=WkATt_NIW6E,cbb64e001,utterance_7.mp4,what you wanted to,33.866775807746954,35.40162476061037,0.204828655658,0.304592699419,4,1.5348489528634133,71
https://www.youtube.com/watch?v=WkATt_NIW6E,cbb64e001,utterance_8.mp4,here's you want to choose the type of script now for this class I want you to choose film,35.735287576450226,44.310421943534934,0.389820812815,0.323128236491,4,8.575134367084708,71
https://www.youtube.com/watch?v=WkATt_NIW6E,cbb64e001,utterance_9.mp4,is this crap script,44.61071847779083,46.5125965280781,0.201798495619,0.2427606420900001,4,1.9018780502872659,71
https://www.youtube.com/watch?v=WkATt_NIW6E,cbb64e001,utterance_10.mp4,and so there's lots of different options you can do an audio play theatre script play,48.114178044109465,55.75505652684253,0.404260829788,0.25978871165600004,4,7.640878482733065,71
https://www.youtube.com/watch?v=WkATt_NIW6E,cbb64e001,utterance_11.mp4,but I always use film it it even works I even use it for plays I just really like the set-up informed,56.05535306109842,63.69623154383147,0.309463632038,0.33593387455799995,4,7.640878482733051,71
https://www.youtube.com/watch?v=WkATt_NIW6E,cbb64e001,utterance_12.mp4,packets of cling film,64.46365602026317,65.86503984679064,0.17491090988400002,0.27017007131,4,1.4013838265274643,71
